"","id","Job.Title","Job.Description","Est_Salary","Max_Salary","Min_Salary","City","State","Easy.Apply","Revenue_USD","Rating","Size","Industry","Sector","Type.of.ownership","Years_Founded","Company.Name","lat","lon"
"608",9999,"Data Analyst","Description


Do you want your voice heard and your actions to count?

Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world (as ranked by S&P Global, April 2018). In the Americas, were 14,000 colleagues, striving to make a difference for every client, organization, and community we serve. We stand for our values, developing positive relationships built on integrity and respect. Its part of our culture to put people first, listen to new and diverse ideas and collaborate toward greater innovation, speed and agility. Were a team that accepts responsibility for the future by asking the tough questions and owning the solutions. Join MUFG and be empowered to make your voice heard and your actions count.

Job Summary

We're seeking a Data Engineer to support the Core Banking Transformation (CBT) Program. This is a multi-year effort to modernize our deposits platform with a digitally-led and simplified ecosystem for consumer, small business, commercial, and transaction banking to deliver exceptional customer experience.

As the Data Engineer, you need to be collaborative and passionate about solving complex data engineering problems. You will be responsible for the design, build, implementation, monitoring, and management of the MUFG Core Banking data services gateway that provides the foundations for the technology modernization and digital transformation.

You will focus on building the firms next-generation data environment and be a key player in creating a data services platform that drives real-time decision-making in service of our customers. You will develop, build, and operate the platform using DevSecOps and System Reliability Engineering (SRE) methods.

Major Responsibilities:
Gather and process large, complex, raw data sets at scale.
Build processes to support data transformation, data structures, metadata, dependency, and workload management.
Build the infrastructure required for optimal extraction, transformation, and loading of data.
Partner with risk management and security teams to identify the standards and lead the design, build, and rollout of secured and compliant data services.
Embrace Infrastructure-as-Code, and use Continuous Integration / Continuous Delivery Pipelines to handle the full data service lifecycle.
Write infrastructure, application, and data automated test cases and participate in code review sessions.
Provide Level 3 support for troubleshooting and services restoration in Production.

Qualifications


The right candidate will have:
8+ years of technical experience with data services solution design and implementation in a cloud-native environment, possessing expert-level skills in four or more of the following areas:
Data field encryption, tokenization and metadata management
SQL and NoSQL databases, including Postgres, DynamoDB etc.
Experience with data pipeline and workflow tools: Wherescape Streaming, Wherescape RED, StreamSets Data Collector etc.
Experience with stream-processing systems: Kafka, AWS Kinesis, Apache Storm, Spark-Streaming, etc.
History of manipulating, processing and extracting value from large disconnected datasets with ETL and Data engineering
Know-how of SQL, Informatica PowerCenter or similar.
Experience with secure cloud services for data management and integration
Developing automation with python, bash, java, powershell or similar languages
Familiar with DevOps toolchain, i.e. BitBucket, JIRA, Jenkins Pipeline, Artifactory or Nexus, and experienced in deploying n-tier application stacks in AWS
Excellent data and system analysis, data mapping, and data profiling skills
Good understanding of cloud-native application models and patterns
Able to work alternative coverage schedules when necessary
Ability to find a solution with limited guidance
Bachelor's degree in computer science or related field, or equivalent professional experience
Desired Knowledge, Skills, and Experience:

Experience with container orchestration technologies such as Docker, Kubernetes, Openshift
AWS professional level certifications is preferred but not required
The above statements are intended to describe the general nature and level of the work being performed. They are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified.

We are proud to be an Equal Opportunity / Affirmative Action Employer and committed to leveraging the diverse backgrounds, perspectives, and experience of our workforce to create opportunities for our colleagues and our business. We do not discriminate in employment decisions on the basis of any protected category.

A conviction is not an absolute bar to employment. Factors such as the age of the offense, evidence of rehabilitation, seriousness of violation, and job relatedness are considered in all employment decisions. Additionally, its the banks policy to only inquire into a candidates criminal history after an offer has been made. Federal law prohibits banks from employing individuals who have been convicted of, or received a pretrial diversion for, certain offenses.",75,99,51,"Tempe","AZ",NA,"10+ billion",3.1,"10000+ employees","Banks & Credit Unions","Finance","Company - Public",156,"MUFG",33.4255,-111.940009
"609",10000,"Senior Consultant - Professional Services (Remote)","WHO WE ARE:

Talend, a leader in data integration and data integrity, enables every company to find clarity amidst the chaos.

Talend is the only company to bring together in a single platform all the necessary capabilities that ensure enterprise data is complete, clean, compliant, and readily available to everyone who needs it throughout the organization. With Talend, organizations are able to deliver exceptional customer experiences, make smarter decisions in the moment, drive innovation, and improve operations.

From Domino＊s to L＊Or谷al, over 4,250 organizations across the globe rely on Talend to deliver exceptional customer experiences, make smarter decisions in the moment, drive innovation, and improve operations. Talend has been recognized as a leader in its field by leading analyst firms and industry publications including Forbes, InfoWorld and SD Times.
Talend is Nasdaq listed (TLND) and headquartered in Redwood City, California.

Senior Consultant - Professional Services
US West REMOTE - Travel up to 75%
Who we are:
Talend is a rapidly growing leader in the data and application integration space. We are a global company with offices in Redwood City, Paris, London, Bangalore, Atlanta, Irvine, Bonn, Beijing, Tokyo, Singapore, and Sydney. Our customers are thought leaders when it comes to data integration and are some of the biggest and best companies in retail, financial services, consumer products, and business services.
We enable data driven companies to be more effective at what they do by providing them with the tools, infrastructure, and guidance to make informed business decisions.
Our architecture and technology uniquely position us to take advantage of constant innovation in data and processing technologies, such as Hadoop and Spark. As a result, we provide the fastest, most scalable data integration platform in the industry, and we support Big Data natively.
Services are critical to helping our large customers quickly become experts on Talend.
Our Professional Services team is a critical part of our Customer Success organization and is comprised of some of the deepest subject matter experts in the world on our technologies. Our Customer Success organization is over 100 people strong 每 consisting of Professional Services Consultants, Support Engineers, Customer Success Managers, Customer Success Architects, and a Technical Enablement Team 每 all with a passion for creating successful, loyal customers.
Who you are:
A customer-centric, intellectually curious, bright, energetic person with the ability to drive the successful sales and delivery of Services.
A true lover of data.
Someone who is energized by finding a solution to a problem.
A consultant with deep experience in BI, Data Warehousing, Data Integration, MDM, Application Integration, Cloud Infrastructure (AWS, Google, or Azure) or Big Data (extra credit for more than one)
A team player who creates a culture that understands that our internal standards and expectations need to be higher than our customers＊
You think, every day, about how you can improve the experience of your customers
You have experience in the arena of Big Data and are looking for the next ※Big Thing§
What you＊ll do:
Work with customers to deploy, manage and audit the best practice use of our software Products.
Provide architecture reviews, application discussions and prototype or full development as needed
Define technical specification for custom developments
Design and development of complex Talend solutions
Direct contribution to several end to end deployments in different industries
Identify opportunities for products and services at existing customers
Provide billable consulting assistance to ensure engagement success
Perform data and/or application integration design and development, technical product assistance and tuning to meet customer performance and functional requirements
Develop Best Practices based on field experience
Desirable Skills and Experience:
Requires a bachelor's degree in Computer Science or a related area and 6+ years of experience in the field, in a related area or a master＊s degree
Demonstrated Experience in Data Management or Solution development & deployment in the areas of data migration, data integration, application integration or data quality
Skills in Java, SQL, XML and Tomcat
Must have some exposure to Data Integration, or, preferably with Talend＊s products
Preferred experience in Eclipse, SQL and Oracle environments
Knowledge in installation, configuration, optimization in Hadoop
Understand how and when to apply MapReduce
Knowledge in HBase, Hive, Sqoop, Oozie technologies
Knowledge in NoSQL technologies (Mongo, CouchDB, Cassandra, Neo4j)
Exposed to Spark, Impala, HAWQ
Preferred Project Management Professional (PMP) certification or equivalent skills
Technical aggressiveness, demonstrated ability to learn new technologies and business requirements
Demonstrated creative problem solving ability
Experience leading and managing engagements and implementations
Exceptional verbal, presentation, and written communication skills
Ability to work effectively independently as well as in a team environment

#LI-JD1

AND NOW, A LITTLE ABOUT US:

Talend has received some pretty impressive accolades along the way:
- ""2018 Best Public Cloud Computing Companies To Work For"" by Glassdoor
- Named a Leader for Data Integration Tools in the Gartner Magic Quadrant
- Named Leader in The Forrester Wave?: Enterprise Data Fabric
- Ranked in the DBTA ※100 Companies that Matter Most in Data§
- Listed in the CRN Big Data 100 Companies

We are passionate about helping companies become more data driven; and, if we can be honest, we are all geeks at heart who pride ourselves on the vibrant company culture that we have built.


As a global employer, at Talend, we believe our success depends on diversity, inclusion and mutual respect among our team members. We seek to recruit, develop and retain the most talented people from a diverse candidate pool. We are committed to making all employment decisions on the basis of business need, merit, capability and equality of opportunity. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.",75,99,51,"Phoenix","AZ",NA,"100-500 million",4.4,"1001 to 5000 employees","Computer Hardware & Software","Information Technology","Company - Public",14,"Talend",33.4484,-112.074142
"610",10001,"IT Business Analyst","DriveTime Needs an IT Business Analyst
Headquartered in Tempe, Arizona, DriveTime is the largest privately owned used car sales and finance company in the country (yes, we are THAT good)! With more than 130 dealerships, 3 operations centers and 20 reconditioning centers across the nation, our 5,000+ employees are focused on getting the right customer in the right car, at the right terms. With over 25 years of industry experience, and our dedication to streamlining the purchase process, we're redefining what it means to buy and finance a used car.
As focused as we are on our customer, we take that same focus on finding the right talent for the right opportunities within our organization. All across the nation, from our Home Office and operations centers to our retail locations and reconditioning centers, we are looking for talented individuals like yourself to join our ever-growing team!

That＊s Nice, But What＊s the Job?
The role of IT Business Analyst takes on a different meaning in every company. Here at DriveTime, the emphasis is on enabling ※Business§ value through IT solutions. On a daily basis, you are responsible for eliciting requirements on updates and enhancements to DriveTime applications, but this role is so much more than requirements writing. From API integrations and database structures to page layouts and built-from-scratch applications, you are an expert at digging in and understanding how systems work together. In business meetings you are the technical voice who can speak to the systems impact. In discussions with developers, you are the voice of the business advocating for your customer. You really get the big picture and business goal, and are adept at translating that into the details needed for your team to make the goal a reality. You play an integral, collaborative role in feature development, from business ask through user acceptance testing and deployment.
Our IT Business Analyst responsibilities are to:
Work with Product Owners and end users to develop thorough requirements
Create concise and relevant project artifacts and build reports that tell a story
Work as a member of cross-functional teams to help design solutions
Develop user stories centered on the business value
Work with a team of developers to ensure requirements are met and provide insight during development
Partner with QA on test plans/cases, perform UAT
Communicate with all levels of the organization (end users 每 sr. executive level)
Function as a subject matter, process, and operational expert for supported Product Line
Assist in troubleshooting complex systems issues

So What Kind of Folks Are We Looking for?
Organization and time management skills in spades. You＊ll be handling multiple projects and deadlines that will require you to prioritize then re-prioritize＃ then＃ re-prioritize again.
Expert in relationships! You＊ve probably taken multiple personality assessments, know what Emotional Intelligence is, and pride yourself on your ability to build relationships based on mutual trust and respect.
Excellent verbal and written communication skills - the ability to talk and write with confidence, charisma and competence for a wide variety of audiences.
Detail-oriented. Okay we know it＊s on about every job description 每 but we really mean it!
The Specifics.
You＊ve got a minimum of 3 years＊ Business/Solutions Analysis experience, preferably working in an Agile environment.
Whether it be homegrown IT systems or out-of-the-box software implementations, you＊ve worked on systems that are used company-wide by lots of users.
Collaboration, collaboration and one more time, collaboration. You are an experienced liaison who can bring all stakeholders together and, more importantly, get them to agree.
Creating workflows, brainstorming use cases and coming up with clear, concise user stories are finely honed skills for you.
It＊s in the job title. You＊ve got solid analytical skills. Be it tables of data or end-user flows, you know how to analyze and organize.
Once you＊ve analyzed and organized, you can create a compelling story with your excellent written and verbal skills.
You are a highly motivated self-starter who doesn＊t need to be micromanaged. You think with a business owner mindset and are consistently anticipating business needs.
Nice to Haves.
While the Microsoft Office Suite is a given (Word, Excel, Visio, PowerPoint, Project), experience working in or using any of the following applications is a plus
Microsoft SQL
Tableau
Google Analytics
Application Insights
Adobe Creative Suite (Photoshop, Illustrator, XD)
InVision
Balsamiq or any other wireframe tool
Any equivalent combination of education, training and/or experience that fulfills the requirements of the position will be considered.
Anything Else? Absolutely.
DriveTime was awarded Top Companies to Work for in AZ by AZCentral.com for our great culture and one of the Best Places to Work in IT as awarded by PBJ. Essentially we offer a creative, transparent and fun environment since, well, we work here too. DriveTime was also voted the Fastest-Growing Private Companies by Inc 5000, and we aren＊t slowing down anytime soon!
So What About the Perks? Perks matter.
Medical, Dental and Vision. DriveTime pays a nice chunk of your premiums to keep the cost as low as possible for our employees.
16 days of PTO and 6 paid Holidays. Because who doesn＊t love time off?
Benefits like 401(k), company paid life insurance, short and long-term disability.
Casual Dress. Come dressed in jeans (you＊ll fit right in with the rest of us).
Game Room. Gimme a break 每 no, not a Kit Kat ad but we do have a ping-pong table, pool table and Virtual Reality if you ever need a break in your day.
Wellness Program and In-House Gym. We want our employees to be the best versions of themselves. That＊s why we offer a Wellness Program that includes an in-house gym, B12 shots, teeth cleanings, biometric screenings and much more!
Growth opportunities. DriveTime takes a lot of pride in promoting from within. We have spent the last 14 years growing our team members and taking them on the path to owning their careers!",75,99,51,"Tempe","AZ",NA,"2-5 billion",3.7,"5001 to 10000 employees","Vehicle Dealers","Retail","Company - Private",18,"DriveTime Automotive Group, Inc.",33.4255,-111.940009
"611",10002,"Entry level Business Analyst","Job Description

We are currently recruiting for an Entry-Level Business Analyst position with one of our best clients. We will provide free online training and placement for Business Analyst position.

Responsibilities:
Supports requirements gathering and discovery workshops for custom IT solutions
Conducts current state assessments of business processes and supporting systems
Analyze regulatory and business requirements, specifically for prospective payment software solutions
Develop and manage projects and initiatives to meet the clients business needs
Review, update, and maintain policies and procedures
Qualifications
Bachelors or Masters Degree
Strong Communication & Technical skills
Responsible, dependable, quick learner
Demonstrated ability to adapt to new technology
Preferred willingness to relocate nationwide in the US for projects
Additional Information

We will give first preference for International Students, OPT and Stem OPT and other

Various Sponsorship Benefits for International Students:
OPT Sponsorship Jobs
OPT Extension
E-verified Employers
H1B Visa Processing for OPT Candidates
Our mentoring team is a team of highly skilled technical experts dedicated to training you
Our marketing team consists of more than 100 members with seasoned IT staffing experience
Over 200 consultants on our payroll with leading clients
50 plus direct customers
We offer:
Free Online training
Excellent Salary Package
Job Assistance and Support
Real-time Certified S/W Trainers
Company participates in ""E-verify"" program
Placement in average of 4 weeks of marketing
Online & onsite support provided
Training Process:
2 to 3 week online training using WebEx
Training provided by instructors with extensive industry experience
Daily training (Evening 2 - 3 hours)
Teaching with 70% exercise and 30% lecture
Real time examples and case studies to practice with
Special one-on-one support before joining a project
Limited Students in every batch
Marketing & Placement:
Strong and motivated marketing team
Marketers are specifically trained
Great Marketing Support
Mock-Interviews and interview training
Placement in average of 4 weeks of marketing
Online & onsite support provided
Let us support you to continue moving towards your career goals. We are committed to helping you succeed.

Interested? Feel free to call me or text me at (609) 796-2021

Contact Details:

Amir

(609) 796-2021",75,99,51,"Phoenix","AZ",NA,"100-500 million",4,"201 to 500 employees","IT Services","Information Technology","Company - Private",11,"National Software Management",33.4484,-112.074142
"612",10003,"Engineering Change Management Analyst","Nikola is looking for a self-driven and highly motivated Engineering Change Management Analyst to support our product lifecycle management.

The successful candidate works closely with both product engineering and manufacturing to support our growing product lines of disruptive transportation solutions. Nikola is a fast-paced, highly technical, and continually evolving business with significant growth potential.

Candidates should be able to operate at scale and adapt to our internal client＊s dynamic needs in the Product Lifecycle Management space. This role works collaboratively with several team members to deliver significant results. This position is a pivotal interface to cross-functional organizations such as product engineering, manufacturing, supply chain, logistics, supplier quality, product compliance, and IT.

In this key role, you will:
Perform work within PLM Tool, managing all object lifecycles that pertain to Engineering Change Management during product development, product launch, and regular production activities
Be the first responder and single contact point for eBOM release issues (supporting the Responsible Engineer)
Prioritize many Engineering and Manufacturing Change Objects coming through and taking necessary actions within reasonable time frames to keep changes on track
Manage day-to-day transactional activities for Part Number releasing process, eBOM releases/changes, and other Document Control Operations related to product lifecycle following the Engineering Change Management process
Manage and maintain Engineering Change Request /Change Orders/Change Actions approval workflows and coordinate implementation within the cross-functional teams
Review the Engineering Change Objects for completeness and accuracy before the Change Advisory Board meeting. Update documentation as required
Participate in the Engineering Change Management Procedures writing and maintenance.
Coordinate the training related to Change Management and support Change Management systems end-users
Assist cross-functional team members with PLM related Part/BOM creation and maintenance.
Coordinate cross-functional participation in the eBOM cleanup efforts and Change Management process changes, coordination and governing processes
Prepare metrics, process documentation and status reports
Work closely with the IT team to solve PLM systemic issues. Troubleshooting tactical issues on Change Management tools
Actively interface with product, process, and cross-functional teams to achieve business objectives
Ensure documents, specifications, engineering drawings/reports and other documentation meet Nikola Corporation standards
Support the Design Responsible Engineer for eBOM related issues
Evaluate engineering change issues to either resolve the issue or forward it to the appropriate engineer
Manage eBOM including part number attributes
Monitor the status of engineering change issues and follow-up on each issue as required
Write Change Orders/Change Actions as required to resolve engineering release issues
Monitor the status of engineering change issues and follow-up on each issue as required
Work with internal engineering, manufacturing, supply chain, program management, quality, and supplier quality to achieve the above
Perform other duties as required by the immediate supervisor
You have:
Bachelor＊s degree in science of Engineering (master＊s degree is a plus)
Strong computer abilities Excellent analytical, organizational, written, and verbal communication skills
3+ years working as Engineering Change Management Analyst
Ability to work cross-functionally with a customer-driven focus and sense of urgency
Typically receives no instructions on routine work and general instructions on new assignments
Attention to detail and data quality
Excellent communication skills, both oral and written, are essential
Full understanding of downstream tools impacts, e.g. PLM and ERP applications
Ability to collect, compile, interpret product data quickly
Own your work to challenge/ask questions on input rather than ＆just＊ implementing what the requestor has asked
Experience with PDM/PLM applications (Team-Center & 3DExperience)
Experience with ERP applications (Microsoft Dynamics 365 is a plus)
Must have hands-on experience with Change Management tools and processes (Enovia and Team Center is a plus)
Knowledge in working with 2D/3D CATIA V6 system
Working knowledge of vehicle product structure and vehicle manufacturing processes.
Understanding of product design and vehicle development process
Independent worker with the ability to work in a fast-paced and dynamic environment is critical
This position is not eligible for CPT or OPT.",75,99,51,"Phoenix","AZ",NA,"<1 million",4.6,"201 to 500 employees","Transportation Equipment Manufacturing","Manufacturing","Company - Public",6,"Nikola Motor Company",33.4484,-112.074142
"613",10004,"Senior Business Systems Analyst","Job Description


Here at Discount Tire, we celebrate the spirit of our people with extraordinary pride and enthusiasm. Our business has been growing for more than 60 years and now is the best time in our history to join us. We are opening more locations every year and we are always looking for qualified individuals to join us in our growth. We are a company that promotes from within, both in our retail and corporate operations.

Under minimal supervision, the Senior Business Systems Analyst assists in analyzing software requirements, procedures and problems to automate new or enhance existing software applications/systems.

Essential Duties and Responsibilities:
Collaborate with business partners to understand software needs and define requirements; translate requirements into technical solutions; provide recommendations and contingency plans.
Document business requirements and capabilities into Business and Technical Design Documents, use cases and stories.
Lead planning workshops/ design sessions to envision and assess business needs, features and desired capabilities.
Capture, document and design business, application and data workflows.
Collaborate with Quality Assurance (QA), developers/ engineers and architects to align solutions, identify dependencies, and ensure functional results.
Conduct feasibility and impact analysis; identify cross-project, application or business unit dependencies; provide solutions to mitigate risk; develop contingency plans for potential impacts.
Mentor Business Systems Analyst I and II.
Stay current on the latest industry technologies, trends and strategies.
Assist employees, vendors or other customers by answering questions related to IT Business Systems Analysis processes, procedures and services.
Other duties as assigned.

Job Requirements


Qualifications:
This position requires a minimum of five years of business analysis experience, including an advanced understanding of the software development life cycle, requirement modeling and process mapping techniques, operating systems (OS400/i5OS, Windows, Linux), databases (DB2, SQL Server), non-relational file structures, system design, analysis, and development methodologies, and quality assurance testing methodologies.
Experience preparing and/or executing business and technical requirements, specifications, user manuals, test plans, test scripts and test cases is also necessary.
A minimum typing speed of 35 wpm is required.
Advanced level computer experience, including skills in Microsoft Word, Excel, PowerPoint, Project and Visio, is necessary.
This position requires excellent communication, organizational, customer service and problem-solving skills.
Ability to work independently and in a team is vital.
Proven ability to work efficiently and accurately under pressure, meet deadlines and present a professional demeanor is essential.
Proven ability to respond to different organizational situations while maintaining a positive and friendly attitude is necessary.
Maintaining confidentiality, treating others with respect and upholding Company values are key attributes.
In addition, organizational and problem-solving skills, a can-do attitude, and the ability to adjust to changing requirements are essential.
Educational Requirements:

Bachelor＊s degree or equivalent experience.

Work Days:

Normal work days are Monday through Friday. Occasional Saturdays and Sundays may be necessary.

Work Hours:

Normal work hours are 6:00 a.m. to 5:00 p.m.

Apply
Not ready to",75,99,51,"Scottsdale","AZ",NA,"2-5 billion",4,"10000+ employees","Automotive Parts & Accessories Stores","Retail","Company - Private",60,"Discount Tire",33.4942,-111.926018
"614",10005,"Senior Consultant - DevOps - Nationwide Opportunities","The DevOps operating model is the combination of cultural philosophies, practices, and tools that helps organizations deliver end-to-end applications and infrastructure solutions safely and at high velocity. The Senior DevOps Consultant is a leader with significant automation and programming experience throughout the SDLC, servicing multiple teams or organizations. The Senior Consultant will lead our enterprise customers through large organizational and SDLC transformations. A successful DevOps practitioner has technical depth across the full DevOps spectrum along with leading and evangelizing transformations, and driving innovations.

Our Consultants work with enterprise customers locally, regionally and potentially domestically. As such, Consultants will be required to travel to client locations to sell and deliver professional services as needed.


Basic Qualifications

﹞ Bachelor Degree or equivalent professional or military experience.
﹞ 8+ years of experience as a technical specialist.
﹞ 2+ years of strong hands-on experience of programming in Python, Ruby, Go, Swift, Java, .Net, C++ or similar object oriented language.
﹞ Hands-on experience with architecting and automating cloud native technologies, deploying applications, and provisioning IaC, IaaS, or SaaS.
﹞ Hands-on experience envisioning and architecting cloud native CI/CD workflows and tools.
﹞ Experience with the full software development lifecycle and delivery using Agile practices.
﹞ Experience with microservices and distributed application architecture.

Preferred Qualifications

﹞ Experience with CloudFormation, Chef, Puppet, Salt, or Ansible in production environments.
﹞ Knowledge of IP networking, VPN's, DNS, load balancing and firewall.
﹞ Experience with monitoring and log aggregating frameworks.
﹞ Experience with development and automated testing.
﹞ Understanding of cloud native security requirements.
﹞ Experience leading the certification or accreditation of cloud workload(s) to meet industry standards such as PCI DSS, ISO 27001, HIPAA, and NIST/DoD frameworks.
﹞ Strong verbal and written communications skills and ability to lead effectively across organizations and engagements.

Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age",75,99,51,"Phoenix","AZ",NA,"10+ billion",3.9,"10000+ employees","Internet","Information Technology","Company - Public",26,"Amazon",33.4484,-112.074142
"615",10006,"Systems Analyst","Description
Do you want your voice heard and your actions to count?

Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world (as ranked by S&P Global, April 2018). In the Americas, we're 13,000 colleagues, striving to make a difference for every client, organization, and community we serve. We stand for our values, developing positive relationships built on integrity and respect. Its part of our culture to put people first, listen to new and diverse ideas and collaborate toward greater innovation, speed and agility. We're a team that accepts responsibility for the future by asking the tough questions and owning the solutions. Join MUFG and be empowered to make your voice heard and your actions count.

Systems Analyst

Job Summary
As a member of the Corporate Functions Technology team, the System Analyst will support EPM applications by designing and developing data processing solutions using various tools like; Informatica, ETL, Oracle PL/SQL and scripting languages including Unix shell scripting.
The Analyst will work closely with business analysts, developers and EPM team to understand requirements and create Functional Design Documents, Detailed Design Documents, Data Sourcing Documents.
The position is for an individual with experience in SQL and PL/SQL. Knowledge of any EPM application will be a plus.

Major Responsibilities
Work with project teams, technology stakeholders and vendors for ensuring that the design, development and implementation of application programs and services are performed within project milestone dates.
Engage with multiple internal technology teams including infrastructure, middleware, network/system admin, enterprise security to design and develop solutions.
Understand business requirements and implement technical solution within OFSAA in an efficient way.
Ability to analyze data and solve any issues within the environment.
Provide input for the creation of technology related project documents including functional and detailed design documents ensuring that the design meets requirements and provides technical details to development teams.
Work with the IT lead to coordinate development, testing and implementation phases ensuring that all deliverables meet expectations.
Coordination with other infrastructure team members for the standing up and preparation of the servers/applications involved in running the solution being implemented
Provide required application support during system failures. Ability to debug technical issues and provide remediation.
Qualifications


Must have 1-3 years experience using Informatica, Oracle and Unix, SQL & PLSQL.
Must have 1-2 years experience in financial industry
Must be a strong communicator and team player
Ability to be flexible, decision oriented, and motivated
Should have in-depth knowledge of the system development life cycles
Risk and Compliance experience is desired
Experience in working with vendor compliance solutions is preferred
OFSAA experience is a plus
Bachelors degree
The above statements are intended to describe the general nature and level of work being performed. They are not intended to be construed as an exhaustive list of all responsibilities duties and skills required of personnel so classified.

We are proud to be an Equal Opportunity / Affirmative Action Employer and committed to leveraging the diverse backgrounds, perspectives, and experience of our workforce to create opportunities for our colleagues and our business. We do not discriminate in employment decisions on the basis of any protected category.

A conviction is not an absolute bar to employment. Factors such as the age of the offense, evidence of rehabilitation, seriousness of violation, and job relatedness are considered in all employment decisions. Additionally, it's the bank's policy to only inquire into a candidate's criminal history after an offer has been made. Federal law prohibits banks from employing",75,99,51,"Tempe","AZ",NA,"10+ billion",3.1,"10000+ employees","Banks & Credit Unions","Finance","Company - Public",156,"MUFG",33.4255,-111.940009
"616",10007,"Encounter Technical Analyst","Description: In support of the Medicaid Encounter Department, candidate must be SQL power user, able to review results, conduct root cause analysis, identify next steps and put them into action. Candidate should have the ability to move multiple projects forward simultaneously and be responsible for the results; even when others are directly accountable for the outcome. Ability to establish relationships with internal and external constituents a must. Familiar with HIPAA transaction sets, claims processing and encounters is a plus.

68410

Fundamental Components:
In support of the Medicaid Encounter Department, candidate must be SQL power user, able to review results, conduct root cause analysis, identify next steps and put them into action.
Candidate should have the ability to move multiple projects forward simultaneously and be responsible for the results; even when others are directly accountable for the outcome.
Ability to establish relationships with internal and external constituents a must.
Familiar with HIPAA transaction sets, claims processing and encounters is a plus.
Background Experience:
2 - 4 years of experience with SQL Server as Power User for coding, troubleshooting and modifications.
Experience with databases as well data analysis, interpretation and manipulation of data.
Familiar with HIPAA transaction sets and experience with SSIS is a plus Healthcare background along with knowledge of all types of managed care is a plus

Additional Job Information: Fast paced, technical and highly regulated area. Required Skills: General Business - Communicating for Impact, General Business - Maximizing Work Practices, General Business - Turning Data into Information, Technology - Developing Competitive Technology and Architecture, Technology - Leveraging Technology, Technology - Selecting and Applying Technology Solutions Desired Skills: General Business - Consulting for Solutions, Leadership - Driving a Culture of Compliance Functional Skills: Claim - Reporting & special services, Information Management - Data acquisition, data management, programming and documentation, Information Management - Query and Database Access Tools, Information Technology - Application development, Information Technology - Research, Information Technology - Testing Technology Experience: Database - SQL Server, EDI - EDI, System Management - Technical Troubleshooting Potential Telework Position: Yes Percent of Travel Required: 0 - 10% EEO Statement: Aetna is an Equal Opportunity, Affirmative Action Employer Benefit Eligibility: Benefit eligibility may vary by position. Candidate Privacy Information: Aetna takes our candidate's data privacy seriously. At no time will any Aetna recruiter or employee request any financial or personal information (Social Security Number, Credit card information for direct deposit, etc.) from you via e-mail. Any requests for information will be discussed prior and will be conducted through a secure website provided by the recruiter. Should you be asked for such information, please notify us immediately.",75,99,51,"Phoenix","AZ",NA,"10+ billion",3.3,"10000+ employees","Insurance Carriers","Insurance","Company - Public",167,"Aetna",33.4484,-112.074142
"617",10008,"Jr. Business Analyst V","JOB TITLE:
Jr. Business Analyst V
JOB #:
2299
DIVISION:
Juvenile Justice Services Division
HIRING SALARY:
$52,990.00 annualized
FIRST REVIEW DATE:
March 1, 2019
CLOSING DATE:
All positions are open until filled.
POSITION SUMMARY:
This position serves as a liaison between the juvenile probation business partners and the technical team. The position participates in the planning and completion of all juvenile automation projects roll-out; including testing, training, and application support. This position also provides on-going application support and training for juvenile automation systems including the Juvenile On-Line Tracking System (JOLTSaz) Statewide Identifies (SWID) and Arizona Youth Assessment System (AZYAS). In addition, the Jr. Business Analyst is responsible for documenting business requirements for system fixes and enhancements, including gathering information from subject matter experts.
MINIMUM REQUIREMENTS:
The successful candidate must have a Bachelors degree in a Criminal Justice, Computer Science, InformationTechnology, Management Information Systems, Business Administration, Communications, or related field, and three years experience. Directly related experience may substitute for the degree requirement. Other requirements include: an understanding of business analyst role and the role of other team members; basic understanding of courts, probation, and/or dependency; strong analytical and problem solving skills; proven verbal/written communication skills to include facilitating meetings; excellent teamwork skills; strong organization skills with great attention to detail; excellent training skills, specifically in training of business partners; experience with the creation of training curriculum and materials, including understanding of web based training capabilities; and the ability to work well in a collaborative team environment. This position requires the ability to travel up to 25% of the time to rural probation departments. A valid drivers license is required.
Travel level: up to 25%
SELECTION PROCESS:
Applicants must be currently authorized to work in the United States on a full-time basis. Some positions may take 4-6 weeks to fill. Only applicants whose backgrounds most closely meet the needs of the position may be invited to interview. Requests for a special accommodation to participate in the interview process should be made at the time you are contacted to schedule an interview. The Selection Process may include first and/or second round panel interviews. This is a Regular, Full-time, Exempt position.
The Arizona Supreme Court is an EOE/ADA Reasonable Accommodation Employer",75,99,51,"Phoenix","AZ",NA,"Unknown",3.1,"1001 to 5000 employees","State & Regional Agencies","Government","Government",157,"Arizona Supreme Court",33.4484,-112.074142
